,actual_deaths,Baseline,CMU-TimeSeries,COVIDhub-baseline,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,GT-DeepCOVID,GT_CHHS-COVID19,IHME-CurveFit,IowaStateLW-STEM,JCB-PRM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MOBS-GLEAM_COVID,NotreDame-FRED,NotreDame-mobility,OliverWyman-Navigator,PSI-DRAFT,QJHong-Encounter,RobertWalraven-ESG,STH-3PU,UA-EpiCovDA,UCLA-SuEIR,UCM_MESALab-FoGSEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UT-Mobility,YYG-ParamSearch,epiforecasts-ensemble1,error-Baseline,error-CMU-TimeSeries,error-COVIDhub-baseline,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-GT-DeepCOVID,error-GT_CHHS-COVID19,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JCB-PRM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MOBS-GLEAM_COVID,error-NotreDame-FRED,error-NotreDame-mobility,error-OliverWyman-Navigator,error-PSI-DRAFT,error-QJHong-Encounter,error-RobertWalraven-ESG,error-STH-3PU,error-UA-EpiCovDA,error-UCLA-SuEIR,error-UCM_MESALab-FoGSEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UT-Mobility,error-YYG-ParamSearch,error-epiforecasts-ensemble1,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-baseline,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-GT-DeepCOVID,beat_baseline-GT_CHHS-COVID19,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-NotreDame-FRED,beat_baseline-NotreDame-mobility,beat_baseline-OliverWyman-Navigator,beat_baseline-PSI-DRAFT,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-STH-3PU,beat_baseline-UA-EpiCovDA,beat_baseline-UCLA-SuEIR,beat_baseline-UCM_MESALab-FoGSEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UT-Mobility,beat_baseline-YYG-ParamSearch,beat_baseline-epiforecasts-ensemble1
New Jersey,15910,16018.4,15863.0,16132.1,16174.0,16373.0,,16010.1,16013.0,16298.3,,,16623.8,15958.0,15877.0,16059.0,16166.1,16480.3,15857.6,15966.3,16650.8,,16097.4,16174.1,16050.0,,16341.9,,16120.0,15839.7,,16084.0,,16267.9,16064.0,16249.5,16012.4,14332.0,108.4,-47.0,222.1,264.0,463.0,,100.1,103.0,388.3,,,713.8,48.0,-33.0,149.0,256.1,570.3,-52.4,56.3,740.8,,187.4,264.1,140.0,,431.9,,210.0,-70.3,,174.0,,357.9,154.0,339.5,102.4,-1578.0,True,False,False,False,,True,True,False,,,False,True,True,False,False,False,True,True,False,,False,False,False,,False,,False,True,,False,,False,False,False,True,False
New Mexico,711,736.9,642.0,721.0,718.0,714.0,,689.2,710.0,705.8,718.5,,708.9,700.0,766.8,788.7,686.3,686.8,643.8,702.6,707.5,,657.2,752.4,757.0,,681.8,,754.0,734.5,,729.0,712.5,789.8,724.0,771.0,729.5,,25.9,-69.0,10.0,7.0,3.0,,-21.8,-1.0,-5.2,7.5,,-2.1,-11.0,55.8,77.7,-24.7,-24.2,-67.2,-8.4,-3.5,,-53.8,41.4,46.0,,-29.2,,43.0,23.5,,18.0,1.5,78.8,13.0,60.0,18.5,,False,True,True,True,,True,True,True,True,,True,True,False,False,True,True,False,True,True,,False,False,False,,False,,False,True,,True,True,False,True,False,True,
New York,32833,33015.7,32710.0,33150.0,32990.0,33113.0,,32631.2,32670.0,33069.1,33081.4,,33434.7,33012.0,33016.7,32840.8,25294.9,32954.5,32716.3,28308.9,32800.9,,32359.6,32996.3,32803.0,,33034.5,,32762.0,32913.2,,32976.0,,33600.7,33019.0,33036.5,32944.2,32984.0,182.7,-123.0,317.0,157.0,280.0,,-201.8,-163.0,236.1,248.4,,601.7,179.0,183.7,7.8,-7538.1,121.5,-116.7,-4524.1,-32.1,,-473.4,163.3,-30.0,,201.5,,-71.0,80.2,,143.0,,767.7,186.0,203.5,111.2,151.0,True,False,True,False,,False,True,False,False,,False,True,False,True,False,True,True,False,True,,False,True,True,,False,,True,True,,True,,False,False,False,True,True
North Carolina,2343,2288.4,1992.0,2299.9,2275.0,2595.0,,2326.6,2526.0,2463.4,,3152.3,2151.1,2083.0,2373.7,2781.5,2155.0,2106.8,1978.9,2025.3,2243.3,,2010.7,2377.1,2283.0,,2000.4,,2275.0,2310.6,,2188.0,2168.9,2427.9,2216.0,2365.0,2283.8,2439.0,-54.6,-351.0,-43.1,-68.0,252.0,,-16.4,183.0,120.4,,809.3,-191.9,-260.0,30.7,438.5,-188.0,-236.2,-364.1,-317.7,-99.7,,-332.3,34.1,-60.0,,-342.6,,-68.0,-32.4,,-155.0,-174.1,84.9,-127.0,22.0,-59.2,96.0,False,True,False,False,,True,False,False,,False,False,False,True,False,False,False,False,False,False,,False,True,False,,False,,False,True,,False,False,False,False,True,False,False
North Dakota,121,119.0,106.0,126.0,120.0,132.0,,122.4,114.0,117.6,129.6,,113.8,105.0,134.7,152.1,96.6,117.7,106.1,125.1,110.3,,108.7,136.7,120.0,,110.8,,120.0,143.4,,128.0,,132.6,132.0,122.0,123.0,,-2.0,-15.0,5.0,-1.0,11.0,,1.4,-7.0,-3.4,8.6,,-7.2,-16.0,13.7,31.1,-24.4,-3.3,-14.9,4.1,-10.7,,-12.3,15.7,-1.0,,-10.2,,-1.0,22.4,,7.0,,11.6,11.0,1.0,2.0,,False,False,True,False,,True,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,True,,False,,True,False,,False,,False,False,True,True,
Ohio,3824,3687.0,3416.0,3791.6,3778.0,3934.0,,3781.8,3880.0,3707.8,,,3518.1,3515.0,3998.5,4149.5,3805.6,3545.9,3415.0,3966.7,4098.3,3843.0,3517.9,3777.8,3466.0,,3590.8,,3832.0,3895.9,,3710.0,3709.6,4339.1,3734.0,3675.0,3752.0,3922.0,-137.0,-408.0,-32.4,-46.0,110.0,,-42.2,56.0,-116.2,,,-305.9,-309.0,174.5,325.5,-18.4,-278.1,-409.0,142.7,274.3,19.0,-306.1,-46.2,-358.0,,-233.2,,8.0,71.9,,-114.0,-114.4,515.1,-90.0,-149.0,-72.0,98.0,False,True,True,True,,True,True,True,,,False,False,False,False,True,False,False,False,False,True,False,True,False,,False,,True,True,,True,True,False,True,False,True,True
Oklahoma,657,624.6,546.0,630.9,678.0,722.0,,681.4,683.0,749.5,678.4,,616.1,596.0,692.9,821.2,624.7,644.7,547.4,579.3,628.3,,528.6,667.3,764.0,,534.8,,686.0,630.4,,656.0,,729.3,671.0,742.0,605.9,,-32.4,-111.0,-26.1,21.0,65.0,,24.4,26.0,92.5,21.4,,-40.9,-61.0,35.9,164.2,-32.3,-12.3,-109.6,-77.7,-28.7,,-128.4,10.3,107.0,,-122.2,,29.0,-26.6,,-1.0,,72.3,14.0,85.0,-51.1,,False,True,True,False,,True,True,False,True,,False,False,False,False,True,True,False,False,True,,False,True,False,,False,,True,True,,True,,False,True,False,False,
Oregon,386,371.9,316.0,357.0,378.0,334.0,,365.1,380.0,439.1,364.7,,365.6,338.0,381.8,503.1,387.2,359.5,309.2,417.0,366.0,,385.2,356.1,423.0,,327.7,,382.0,357.0,,375.0,,399.0,374.0,531.0,398.3,,-14.1,-70.0,-29.0,-8.0,-52.0,,-20.9,-6.0,53.1,-21.3,,-20.4,-48.0,-4.2,117.1,1.2,-26.5,-76.8,31.0,-20.0,,-0.8,-29.9,37.0,,-58.3,,-4.0,-29.0,,-11.0,,13.0,-12.0,145.0,12.3,,False,False,True,False,,False,True,False,False,,False,False,True,False,True,False,False,False,False,,True,False,False,,False,,True,False,,True,,True,True,False,True,
Pennsylvania,7451,7427.0,7217.0,7460.2,7462.0,7671.0,,7443.2,7386.0,7392.2,7530.9,,7448.6,7414.0,7456.2,7595.4,7483.6,7363.7,7218.4,7670.1,7990.3,,7363.2,7465.4,7275.0,,7429.1,,7494.0,7441.1,,7459.0,7611.1,8193.7,7424.0,7497.0,7466.7,7414.0,-24.0,-234.0,9.2,11.0,220.0,,-7.8,-65.0,-58.8,79.9,,-2.4,-37.0,5.2,144.4,32.6,-87.3,-232.6,219.1,539.3,,-87.8,14.4,-176.0,,-21.9,,43.0,-9.9,,8.0,160.1,742.7,-27.0,46.0,15.7,-37.0,False,True,True,False,,True,False,False,False,,True,False,True,False,False,False,False,False,False,,False,True,False,,True,,False,True,,True,False,False,False,False,True,False
Rhode Island,1021,1036.3,1011.0,1040.3,1038.0,1024.0,,1070.6,1025.0,1018.3,1038.3,,1040.4,1076.0,1072.7,985.5,1028.7,1054.2,1006.4,1032.8,1050.8,,1027.9,1042.8,1012.0,,1037.5,,1045.0,1039.9,,1021.0,1087.5,1066.1,1034.0,1020.0,1047.6,,15.3,-10.0,19.3,17.0,3.0,,49.6,4.0,-2.7,17.3,,19.4,55.0,51.7,-35.5,7.7,33.2,-14.6,11.8,29.8,,6.9,21.8,-9.0,,16.5,,24.0,18.9,,0.0,66.5,45.1,13.0,-1.0,26.6,,True,False,False,True,,False,True,True,False,,False,False,False,False,True,False,True,True,False,,True,False,True,,False,,False,False,,True,False,False,True,True,False,
South Carolina,2260,2451.0,1654.0,2454.8,2276.0,2285.0,,1857.6,2163.0,3393.0,,,1656.1,1947.0,2736.3,2285.8,2193.7,2086.0,1750.8,1538.8,2200.9,,2194.9,2693.0,3230.5,,2182.1,,2269.0,2525.1,,2278.0,2298.9,2137.6,2399.0,3350.5,2404.4,3218.0,191.0,-606.0,194.8,16.0,25.0,,-402.4,-97.0,1133.0,,,-603.9,-313.0,476.3,25.8,-66.3,-174.0,-509.2,-721.2,-59.1,,-65.1,433.0,970.5,,-77.9,,9.0,265.1,,18.0,38.9,-122.4,139.0,1090.5,144.4,958.0,False,False,True,True,,False,True,False,,,False,False,False,True,True,True,False,False,True,,True,False,False,,True,,True,False,,True,True,True,True,False,True,False
South Dakota,152,137.3,132.0,140.0,144.0,123.0,,126.8,141.0,160.4,142.3,,155.5,149.0,141.3,165.6,149.7,146.3,125.8,148.9,138.9,,154.7,144.4,148.0,,127.4,,143.0,146.3,,144.0,,140.8,146.0,159.0,145.8,,-14.7,-20.0,-12.0,-8.0,-29.0,,-25.2,-11.0,8.4,-9.7,,3.5,-3.0,-10.7,13.6,-2.3,-5.7,-26.2,-3.1,-13.1,,2.7,-7.6,-4.0,,-24.6,,-9.0,-5.7,,-8.0,,-11.2,-6.0,7.0,-6.2,,False,True,True,False,,False,True,True,True,,True,True,True,True,True,True,False,True,True,,True,True,True,,False,,True,True,,True,,True,True,True,True,
Tennessee,1345,1321.3,1127.0,1342.0,1403.0,1670.0,,1575.3,1451.0,1808.2,1325.0,,1286.2,1258.0,1539.4,1625.8,1483.7,1388.7,1124.1,1298.1,1447.2,,1248.1,1423.3,1213.0,,1153.8,,1419.0,1346.7,,1376.0,1269.9,1356.0,1304.0,1505.0,1335.3,1456.0,-23.7,-218.0,-3.0,58.0,325.0,,230.3,106.0,463.2,-20.0,,-58.8,-87.0,194.4,280.8,138.7,43.7,-220.9,-46.9,102.2,,-96.9,78.3,-132.0,,-191.2,,74.0,1.7,,31.0,-75.1,11.0,-41.0,160.0,-9.7,111.0,False,True,False,False,,False,False,False,True,,False,False,False,False,False,False,False,False,False,,False,False,False,,False,,False,True,,False,False,True,False,False,True,False
Texas,10268,8116.0,5883.0,8143.8,8082.0,8203.0,,7465.0,7731.0,13618.9,,,8395.0,8442.0,8938.8,8044.3,7972.5,6347.5,6053.9,5454.2,7189.4,,7883.7,8721.7,12648.0,,7078.4,8406.0,8577.0,8034.6,,7411.0,7924.5,7458.9,7535.0,11703.0,8172.9,9333.0,-1430.0,-3663.0,-1402.2,-1464.0,-1343.0,,-2081.0,-1815.0,4072.9,,,-1151.0,-1104.0,-607.2,-1501.7,-1573.5,-3198.5,-3492.1,-4091.8,-2356.6,,-1662.3,-824.3,3102.0,,-2467.6,-1140.0,-969.0,-1511.4,,-2135.0,-1621.5,-2087.1,-2011.0,2157.0,-1373.1,-213.0,False,True,False,True,,False,False,False,,,True,True,True,False,False,False,False,False,False,,False,True,False,,False,True,True,False,,False,False,False,False,False,True,True
Utah,363,362.6,321.0,367.0,380.0,392.0,,479.6,390.0,426.6,357.5,,402.6,355.0,453.4,476.8,374.2,328.0,295.6,305.5,397.9,,395.9,361.3,450.0,,373.2,,368.0,361.0,,346.0,358.5,343.2,342.0,410.0,391.9,,-0.4,-42.0,4.0,17.0,29.0,,116.6,27.0,63.6,-5.5,,39.6,-8.0,90.4,113.8,11.2,-35.0,-67.4,-57.5,34.9,,32.9,-1.7,87.0,,10.2,,5.0,-2.0,,-17.0,-4.5,-19.8,-21.0,47.0,28.9,,False,False,False,False,,False,False,False,False,,False,False,False,False,False,False,False,False,False,,False,False,False,,False,,False,False,,False,False,False,False,False,False,
Vermont,58,56.0,56.0,57.2,57.0,56.0,,59.8,56.0,57.7,56.9,,56.6,56.0,58.1,60.9,61.9,57.4,56.0,58.9,57.0,,59.9,56.2,56.0,,54.2,,57.0,56.1,,57.0,,61.9,56.0,57.0,57.9,,-2.0,-2.0,-0.8,-1.0,-2.0,,1.8,-2.0,-0.3,-1.1,,-1.4,-2.0,0.1,2.9,3.9,-0.6,-2.0,0.9,-1.0,,1.9,-1.8,-2.0,,-3.8,,-1.0,-1.9,,-1.0,,3.9,-2.0,-1.0,-0.1,,False,True,True,False,,True,False,True,True,,True,False,True,False,False,True,True,True,True,,True,True,False,,False,,True,True,,True,,False,False,True,True,
Virginia,2381,2223.7,2153.0,2225.5,2267.0,2405.0,,2318.1,2234.0,2241.2,2329.0,,2271.7,2222.0,2349.8,2558.1,2592.2,2248.7,2137.5,2367.2,2519.6,,2271.8,2257.8,2207.0,,2307.6,,2221.0,2217.2,,2264.0,2318.8,2527.4,2141.0,2258.0,2255.8,2247.0,-157.3,-228.0,-155.5,-114.0,24.0,,-62.9,-147.0,-139.8,-52.0,,-109.3,-159.0,-31.2,177.1,211.2,-132.3,-243.5,-13.8,138.6,,-109.2,-123.2,-174.0,,-73.4,,-160.0,-163.8,,-117.0,-62.2,146.4,-240.0,-123.0,-125.2,-134.0,False,True,True,True,,True,True,True,True,,True,False,True,False,False,True,False,True,True,,True,True,False,,True,,False,False,,True,True,True,False,True,True,True
Washington,1766,1655.3,1562.0,1644.1,1696.0,1758.0,,1719.5,1784.0,1726.3,1668.8,,1756.3,1676.0,1864.8,1766.1,1656.4,1602.8,1549.7,1844.6,1718.1,,1673.6,1685.9,1624.0,,1637.1,,1695.0,1696.2,,1694.0,,1953.9,1652.0,1812.0,1608.8,1758.0,-110.7,-204.0,-121.9,-70.0,-8.0,,-46.5,18.0,-39.7,-97.2,,-9.7,-90.0,98.8,0.1,-109.6,-163.2,-216.3,78.6,-47.9,,-92.4,-80.1,-142.0,,-128.9,,-71.0,-69.8,,-72.0,,187.9,-114.0,46.0,-157.2,-8.0,False,False,True,True,,True,True,True,True,,True,True,True,True,True,False,False,True,True,,True,True,False,,False,,True,True,,True,,False,False,True,False,True
West Virginia,160,111.6,111.0,113.0,116.0,142.0,,142.6,135.0,111.5,117.0,,109.7,109.0,136.9,159.9,118.6,115.4,107.4,119.7,118.5,,116.8,114.2,105.0,,106.6,,113.0,110.1,,115.0,,145.4,113.0,131.0,115.0,,-48.4,-49.0,-47.0,-44.0,-18.0,,-17.4,-25.0,-48.5,-43.0,,-50.3,-51.0,-23.1,-0.1,-41.4,-44.6,-52.6,-40.3,-41.5,,-43.2,-45.8,-55.0,,-53.4,,-47.0,-49.9,,-45.0,,-14.6,-47.0,-29.0,-45.0,,False,True,True,True,,True,True,False,True,,False,False,True,True,True,True,False,True,True,,True,True,False,,False,,True,False,,True,,True,True,True,True,
Wisconsin,1038,1029.1,948.0,1034.8,1028.0,1160.0,,1150.4,1042.0,998.9,1083.5,,923.6,948.0,1122.8,1280.3,1033.4,977.9,939.4,1015.0,951.3,1025.5,928.3,1065.6,926.0,,949.6,,1059.0,1070.2,,1032.0,985.7,1198.1,1040.0,977.0,1063.8,,-8.9,-90.0,-3.2,-10.0,122.0,,112.4,4.0,-39.1,45.5,,-114.4,-90.0,84.8,242.3,-4.6,-60.1,-98.6,-23.0,-86.7,-12.5,-109.7,27.6,-112.0,,-88.4,,21.0,32.2,,-6.0,-52.3,160.1,2.0,-61.0,25.8,,False,True,False,False,,False,True,False,False,,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,,False,False,,True,False,False,True,False,False,
Wyoming,30,25.0,28.0,28.4,31.0,25.0,,37.3,32.0,31.9,30.9,,21.4,25.0,36.2,51.1,38.7,29.6,25.1,34.2,27.6,,46.0,29.1,26.0,,25.2,,31.0,25.7,,30.0,,33.1,30.0,34.0,28.5,,-5.0,-2.0,-1.6,1.0,-5.0,,7.3,2.0,1.9,0.9,,-8.6,-5.0,6.2,21.1,8.7,-0.4,-4.9,4.2,-2.4,,16.0,-0.9,-4.0,,-4.8,,1.0,-4.3,,0.0,,3.1,0.0,4.0,-1.5,,True,True,True,False,,False,True,True,True,,False,False,False,False,False,True,True,True,True,,False,True,True,,True,,True,True,,True,,True,True,True,True,
US,169481,165223.6,,165495.7,166748.0,172209.0,166005.0,161265.6,166701.0,182618.1,166585.3,,165204.8,163140.0,170163.0,169613.4,162347.1,159814.4,153743.7,153161.0,168995.1,,160353.2,167836.0,173965.0,169120.3,159901.0,172018.0,168575.0,166420.3,158955.0,165062.0,161112.2,174105.5,162283.0,179600.0,166145.2,169215.0,-3535.4,,-3263.3,-2011.0,3450.0,-2754.0,-7493.4,-2058.0,13859.1,-2173.7,,-3554.2,-5619.0,1404.0,854.4,-6411.9,-8944.6,-15015.3,-15598.0,236.1,,-8405.8,-923.0,5206.0,361.3,-8858.0,3259.0,-184.0,-2338.7,-9804.0,-3697.0,-7646.8,5346.5,-6476.0,10841.0,-2613.8,456.0,,True,True,True,True,False,True,False,True,,False,False,True,True,False,False,False,False,True,,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,True
